管制人員：行政長官辦公室常任秘書長會交代本總目下的開支。 二零一四至一五年度預算,9910,
年三月三十一日預算設有的 98 個非首長級職位，增至二零一五年三月三十一日的99個，增幅為1個。,3940,
綱領 (1)行政長官辦公室,72.7,72.7,74.4,78.3,
(2)行政會議,19.7,21.8,20.9,20.8,
